PET,TEXT,text_name,condition,domain,Sent_id,keystrokes,time,num_major,num_minor,num_characters,highlight_ratio,prc_sugg_accepted,tags_edited,How difficult to translate was the source text?,How good was the quality of MT?,How useful were the error annotations? ,How accurate were the error annotations? ,How useful were the translation suggestions? ,How accurate were the translation suggestions? 
1,Text 1,news_pa.5274,1,news,1,17,23.747,0,0,92,0.0,N/A,,Somewhat difficult,Good,nan,nan,nan,nan
1,Text 1,news_pa.5274,1,news,2,36,80.881,0,0,202,0.0,N/A,,Somewhat difficult,Good,nan,nan,nan,nan
1,Text 1,news_pa.5274,1,news,3,13,64.219,0,0,208,0.0,N/A,,Somewhat difficult,Good,nan,nan,nan,nan
1,Text 1,news_pa.5274,1,news,4,10,39.203,0,0,256,0.0,N/A,,Somewhat difficult,Good,nan,nan,nan,nan
1,Text 1,news_pa.5274,1,news,5,18,94.91300000000001,0,0,223,0.0,N/A,,Somewhat difficult,Good,nan,nan,nan,nan
1,Text 1,news_pa.5274,1,news,6,21,156.34199999999998,0,0,523,0.0,N/A,,Somewhat difficult,Good,nan,nan,nan,nan
1,Text 2,doc13,1,medical,1,37,38.38,0,0,104,0.0,N/A,,Somewhat difficult,Fair,nan,nan,nan,nan
1,Text 2,doc13,1,medical,2,0,11.838,0,0,174,0.0,N/A,,Somewhat difficult,Fair,nan,nan,nan,nan
1,Text 2,doc13,1,medical,3,12,53.797000000000004,0,0,225,0.0,N/A,,Somewhat difficult,Fair,nan,nan,nan,nan
1,Text 2,doc13,1,medical,4,19,61.43,0,0,106,0.0,N/A,,Somewhat difficult,Fair,nan,nan,nan,nan
1,Text 2,doc13,1,medical,5,69,133.088,0,0,287,0.0,N/A,,Somewhat difficult,Fair,nan,nan,nan,nan
1,Text 2,doc13,1,medical,6,27,87.229,0,0,229,0.0,N/A,,Somewhat difficult,Fair,nan,nan,nan,nan
1,Text 2,doc13,1,medical,7,27,104.746,0,0,297,0.0,N/A,,Somewhat difficult,Fair,nan,nan,nan,nan
1,Text 2,doc13,1,medical,8,23,28.168999999999997,0,0,168,0.0,N/A,,Somewhat difficult,Fair,nan,nan,nan,nan
1,Text 3,news_scotsman.87462,2,news,1,105,85.84700000000001,2,0,111,0.2072,N/A,'omworstelaars'; 'steak pies',Neutral,Fair,Somewhat not useful,Somewhat inaccurate,nan,nan
1,Text 3,news_scotsman.87462,2,news,2,39,32.574000000000005,1,0,206,0.0728,N/A,'kers op de hoek',Neutral,Fair,Somewhat not useful,Somewhat inaccurate,nan,nan
1,Text 3,news_scotsman.87462,2,news,3,10,52.977000000000004,1,1,222,0.2568,N/A,'de PA dat er'momenteel plannen zijn' om',Neutral,Fair,Somewhat not useful,Somewhat inaccurate,nan,nan
1,Text 3,news_scotsman.87462,2,news,4,62,90.83300000000001,2,1,133,0.2481,N/A,'onderneming'; 'op een netto basis',Neutral,Fair,Somewhat not useful,Somewhat inaccurate,nan,nan
1,Text 3,news_scotsman.87462,2,news,5,57,60.959,1,0,118,0.0339,N/A,'reis',Neutral,Fair,Somewhat not useful,Somewhat inaccurate,nan,nan
1,Text 3,news_scotsman.87462,2,news,6,208,179.681,3,0,258,0.0814,N/A,'pudding'; 'kerstpudding'; 'ba',Neutral,Fair,Somewhat not useful,Somewhat inaccurate,nan,nan
1,Text 3,news_scotsman.87462,2,news,7,85,151.09,2,3,220,0.2727,N/A,'punten'; 'betaalbare traktatie'; 'enten niet onder druk staan',Neutral,Fair,Somewhat not useful,Somewhat inaccurate,nan,nan
1,Text 4,doc18,2,medical,1,40,56.05800000000001,1,1,195,0.159,N/A,'uitkomst helpt niet',Somewhat difficult,Insufficient,Neutral,Not accurate nor inaccurate,nan,nan
1,Text 4,doc18,2,medical,2,67,131.812,0,1,198,0.0101,N/A,'en',Somewhat difficult,Insufficient,Neutral,Not accurate nor inaccurate,nan,nan
1,Text 4,doc18,2,medical,3,272,362.196,1,7,467,0.1906,N/A,'VPT-prematuren'; 'tional age < 32'; 's'; 'mentale verwerkingscomposiet'; 'onderzoek',Somewhat difficult,Insufficient,Neutral,Not accurate nor inaccurate,nan,nan
1,Text 4,doc18,2,medical,4,36,22.279000000000003,1,3,86,0.7558,N/A,'jarige zuigelingen die VPT-geboren waren',Somewhat difficult,Insufficient,Neutral,Not accurate nor inaccurate,nan,nan
1,Text 4,doc18,2,medical,5,20,47.065,2,4,162,0.4074,N/A,'jarige zuigelingen'; 'VPT',Somewhat difficult,Insufficient,Neutral,Not accurate nor inaccurate,nan,nan
1,Text 4,doc18,2,medical,6,3,24.354,0,4,94,0.5319,N/A,'de variantie van de',Somewhat difficult,Insufficient,Neutral,Not accurate nor inaccurate,nan,nan
1,Text 4,doc18,2,medical,7,19,8.23,0,2,117,0.1709,N/A,'uitkomst',Somewhat difficult,Insufficient,Neutral,Not accurate nor inaccurate,nan,nan
1,Text 5,news_seattle_times.799809,3,news,1,79,54.28,0,2,46,0.5217,N/A,'Geef'; 'WA opnieuw toezicht.',Somewhat easy,Very good,Somewhat useful,Not accurate nor inaccurate,nan,nan
1,Text 5,news_seattle_times.799809,3,news,2,0,0,0,2,82,0.4878,N/A,,Somewhat easy,Very good,Somewhat useful,Not accurate nor inaccurate,nan,nan
1,Text 5,news_seattle_times.799809,3,news,3,2,35.819,0,1,295,0.0339,N/A,,Somewhat easy,Very good,Somewhat useful,Not accurate nor inaccurate,nan,nan
1,Text 5,news_seattle_times.799809,3,news,4,9,12.896,0,3,162,0.1543,N/A,'De',Somewhat easy,Very good,Somewhat useful,Not accurate nor inaccurate,nan,nan
1,Text 5,news_seattle_times.799809,3,news,5,35,53.687,0,0,112,0.0,N/A,,Somewhat easy,Very good,Somewhat useful,Not accurate nor inaccurate,nan,nan
1,Text 5,news_seattle_times.799809,3,news,6,44,56.617000000000004,0,2,304,0.1118,N/A,'mensen worden verwond.',Somewhat easy,Very good,Somewhat useful,Not accurate nor inaccurate,nan,nan
1,Text 5,news_seattle_times.799809,3,news,7,38,120.956,0,5,303,0.1782,N/A,"'bureau'; 'gevangenissen, op basis van gegevens.'",Somewhat easy,Very good,Somewhat useful,Not accurate nor inaccurate,nan,nan
1,Text 5,news_seattle_times.799809,3,news,8,2,89.754,0,0,275,0.0,N/A,,Somewhat easy,Very good,Somewhat useful,Not accurate nor inaccurate,nan,nan
1,Text 6,doc20,3,medical,1,65,32.730999999999995,0,0,81,0.0,N/A,,Neutral,Very good,Somewhat useful,Somewhat accurate,nan,nan
1,Text 6,doc20,3,medical,2,11,29.265,0,3,102,0.1863,N/A,'is'; 'apparatuurkosten.',Neutral,Very good,Somewhat useful,Somewhat accurate,nan,nan
1,Text 6,doc20,3,medical,3,80,68.892,0,1,128,0.1328,N/A,,Neutral,Very good,Somewhat useful,Somewhat accurate,nan,nan
1,Text 6,doc20,3,medical,4,0,12.072,0,0,143,0.0,N/A,,Neutral,Very good,Somewhat useful,Somewhat accurate,nan,nan
1,Text 6,doc20,3,medical,5,61,95.766,0,0,132,0.0,N/A,,Neutral,Very good,Somewhat useful,Somewhat accurate,nan,nan
1,Text 6,doc20,3,medical,6,12,14.95,0,2,111,0.0811,N/A,'sleutel',Neutral,Very good,Somewhat useful,Somewhat accurate,nan,nan
1,Text 6,doc20,3,medical,7,0,10.352,0,4,95,0.3158,N/A,,Neutral,Very good,Somewhat useful,Somewhat accurate,nan,nan
1,Text 6,doc20,3,medical,8,12,13.578999999999999,0,0,60,0.0,N/A,,Neutral,Very good,Somewhat useful,Somewhat accurate,nan,nan
1,Text 6,doc20,3,medical,9,11,33.928,0,7,212,0.4292,N/A,'Als'; 'de',Neutral,Very good,Somewhat useful,Somewhat accurate,nan,nan
1,Text 6,doc20,3,medical,10,25,43.714,0,0,293,0.0,N/A,,Neutral,Very good,Somewhat useful,Somewhat accurate,nan,nan
1,Text 7,news_seattle_times.800119,4,news,2,1,59.367000000000004,1,0,104,0.0288,100.0,'een',Somewhat easy,Fair,Somewhat useful,Somewhat accurate,Somewhat useful,Somewhat accurate
1,Text 7,news_seattle_times.800119,4,news,3,37,80.412,0,5,300,0.13,20.0,'geparkeerd'; 'zien',Somewhat easy,Fair,Somewhat useful,Somewhat accurate,Somewhat useful,Somewhat accurate
1,Text 7,news_seattle_times.800119,4,news,4,1,23.632,1,0,86,0.0581,100.0,' niet',Somewhat easy,Fair,Somewhat useful,Somewhat accurate,Somewhat useful,Somewhat accurate
1,Text 7,news_seattle_times.800119,4,news,5,32,141.809,0,6,190,0.2526,100.0,'is'; 'opgenomen'; 'vermelding'; 'uitgebreid'; 'staat dit vermeld',Somewhat easy,Fair,Somewhat useful,Somewhat accurate,Somewhat useful,Somewhat accurate
1,Text 7,news_seattle_times.800119,4,news,6,20,27.343,0,1,193,0.0725,0.0,,Somewhat easy,Fair,Somewhat useful,Somewhat accurate,Somewhat useful,Somewhat accurate
1,Text 7,news_seattle_times.800119,4,news,7,1,33.444,0,2,76,0.1842,50.0,"'MAX lijn,'",Somewhat easy,Fair,Somewhat useful,Somewhat accurate,Somewhat useful,Somewhat accurate
1,Text 7,news_seattle_times.800119,4,news,8,16,93.137,0,1,265,0.0868,100.0,'medewerker van de media',Somewhat easy,Fair,Somewhat useful,Somewhat accurate,Somewhat useful,Somewhat accurate
1,Text 7,news_seattle_times.800119,4,news,1,0,0,0,0,51,0.0,100,,Somewhat easy,Fair,Somewhat useful,Somewhat accurate,Somewhat useful,Somewhat accurate
1,Text 8,doc34,4,medical,1,9,35.765,1,0,122,0.041,100.0,'geen ',Neutral,Good,Somewhat useful,Somewhat accurate,Somewhat useful,Somewhat accurate
1,Text 8,doc34,4,medical,2,12,85.866,0,2,194,0.1134,50.0,'maagsonde',Neutral,Good,Somewhat useful,Somewhat accurate,Somewhat useful,Somewhat accurate
1,Text 8,doc34,4,medical,3,0,2.606,0,0,49,0.0,N/A,,Neutral,Good,Somewhat useful,Somewhat accurate,Somewhat useful,Somewhat accurate
1,Text 8,doc34,4,medical,4,91,204.519,0,7,304,0.2467,57.14,'werden'; 'baby’s'; 'gestational age'; 'weken opgenomen. Hun'; 'werden in'; 'studie opgenomen.',Neutral,Good,Somewhat useful,Somewhat accurate,Somewhat useful,Somewhat accurate
1,Text 8,doc34,4,medical,5,22,47.844,0,1,139,0.1007,0.0,,Neutral,Good,Somewhat useful,Somewhat accurate,Somewhat useful,Somewhat accurate
1,Text 8,doc34,4,medical,6,37,39.659,0,2,116,0.069,100.0,'drinken.',Neutral,Good,Somewhat useful,Somewhat accurate,Somewhat useful,Somewhat accurate
1,Text 8,doc34,4,medical,7,65,88.246,0,1,204,0.0049,100.0,,Neutral,Good,Somewhat useful,Somewhat accurate,Somewhat useful,Somewhat accurate
1,Text 8,doc34,4,medical,8,13,17.58,0,3,162,0.3086,0.0,'gavagevoeding',Neutral,Good,Somewhat useful,Somewhat accurate,Somewhat useful,Somewhat accurate
2,Text 1,news_seattle_times.800119,1,news,1,8,11.436,0,0,51,0.0,N/A,,Somewhat easy,Good,nan,nan,nan,nan
2,Text 1,news_seattle_times.800119,1,news,2,0,14.052,0,0,104,0.0,N/A,,Somewhat easy,Good,nan,nan,nan,nan
2,Text 1,news_seattle_times.800119,1,news,3,41,50.556,0,0,300,0.0,N/A,,Somewhat easy,Good,nan,nan,nan,nan
2,Text 1,news_seattle_times.800119,1,news,4,11,13.575,0,0,86,0.0,N/A,,Somewhat easy,Good,nan,nan,nan,nan
2,Text 1,news_seattle_times.800119,1,news,5,102,50.009,0,0,190,0.0,N/A,,Somewhat easy,Good,nan,nan,nan,nan
2,Text 1,news_seattle_times.800119,1,news,6,7,37.14,0,0,193,0.0,N/A,,Somewhat easy,Good,nan,nan,nan,nan
2,Text 1,news_seattle_times.800119,1,news,7,66,29.426,0,0,76,0.0,N/A,,Somewhat easy,Good,nan,nan,nan,nan
2,Text 1,news_seattle_times.800119,1,news,8,116,97.634,0,0,265,0.0,N/A,,Somewhat easy,Good,nan,nan,nan,nan
2,Text 2,doc34,1,medical,1,1,16.641,0,0,122,0.0,N/A,,Very difficult,Good,nan,nan,nan,nan
2,Text 2,doc34,1,medical,2,43,44.464999999999996,0,0,194,0.0,N/A,,Very difficult,Good,nan,nan,nan,nan
2,Text 2,doc34,1,medical,3,29,13.693,0,0,49,0.0,N/A,,Very difficult,Good,nan,nan,nan,nan
2,Text 2,doc34,1,medical,4,80,121.114,0,0,304,0.0,N/A,,Very difficult,Good,nan,nan,nan,nan
2,Text 2,doc34,1,medical,5,41,36.123,0,0,139,0.0,N/A,,Very difficult,Good,nan,nan,nan,nan
2,Text 2,doc34,1,medical,6,77,38.136,0,0,116,0.0,N/A,,Very difficult,Good,nan,nan,nan,nan
2,Text 2,doc34,1,medical,7,85,83.511,0,0,204,0.0,N/A,,Very difficult,Good,nan,nan,nan,nan
2,Text 2,doc34,1,medical,8,55,57.768,0,0,162,0.0,N/A,,Very difficult,Good,nan,nan,nan,nan
2,Text 3,news_pa.5274,2,news,1,45,37.167,0,2,92,0.25,N/A,'goed in een keerpunt',Somewhat difficult,Fair,Neutral,Not accurate nor inaccurate,nan,nan
2,Text 3,news_pa.5274,2,news,2,72,72.291,1,3,202,0.1337,N/A,'''; 'ondersch',Somewhat difficult,Fair,Neutral,Not accurate nor inaccurate,nan,nan
2,Text 3,news_pa.5274,2,news,3,113,102.422,0,2,208,0.149,N/A,'fondsen impliceerde dat',Somewhat difficult,Fair,Neutral,Not accurate nor inaccurate,nan,nan
2,Text 3,news_pa.5274,2,news,4,33,77.782,0,0,256,0.0,N/A,,Somewhat difficult,Fair,Neutral,Not accurate nor inaccurate,nan,nan
2,Text 3,news_pa.5274,2,news,5,69,61.467,0,2,223,0.0673,N/A,'bitcoinbe'; 'actief',Somewhat difficult,Fair,Neutral,Not accurate nor inaccurate,nan,nan
2,Text 3,news_pa.5274,2,news,6,526,282.62,5,0,523,0.1472,N/A,'middel'; 'le marketing'; 'bekend waarde'; 'el en oplossingsarm'; 'naar Main Street Amerikanen',Somewhat difficult,Fair,Neutral,Not accurate nor inaccurate,nan,nan
2,Text 4,doc13,2,medical,1,97,54.377,0,5,104,0.3077,N/A,'licht',Very difficult,Fair,Somewhat not useful,Somewhat inaccurate,nan,nan
2,Text 4,doc13,2,medical,2,44,37.503,0,1,174,0.0345,N/A,,Very difficult,Fair,Somewhat not useful,Somewhat inaccurate,nan,nan
2,Text 4,doc13,2,medical,3,68,48.676,0,5,225,0.1822,N/A,'prothet'; 'basis',Very difficult,Fair,Somewhat not useful,Somewhat inaccurate,nan,nan
2,Text 4,doc13,2,medical,4,67,52.352,0,5,106,0.4717,N/A,'en'met''; ''zonder' co'; 'management voor'; 'at'; 'ische patiënten',Very difficult,Fair,Somewhat not useful,Somewhat inaccurate,nan,nan
2,Text 4,doc13,2,medical,5,160,104.341,0,4,287,0.1429,N/A,'meer verbeterd',Very difficult,Fair,Somewhat not useful,Somewhat inaccurate,nan,nan
2,Text 4,doc13,2,medical,6,172,100.786,8,0,229,0.5022,N/A,'Er werden significante verschillen gevonden'; 'tot belangrijkste diagnoses'; 'revisies',Very difficult,Fair,Somewhat not useful,Somewhat inaccurate,nan,nan
2,Text 4,doc13,2,medical,7,130,69.977,0,4,297,0.1987,N/A,'hogeriatrische co'; 'prothet'; 'prestaties bij overdracht',Very difficult,Fair,Somewhat not useful,Somewhat inaccurate,nan,nan
2,Text 4,doc13,2,medical,8,88,49.738,0,2,168,0.1548,N/A,'medebeheer',Very difficult,Fair,Somewhat not useful,Somewhat inaccurate,nan,nan
2,Text 5,news_scotsman.87462,3,news,1,440,299.395,0,2,111,0.2162,N/A,"'omworstelaars'; 'steak pies,'",Somewhat difficult,Fair,Somewhat not useful,Somewhat inaccurate,nan,nan
2,Text 5,news_scotsman.87462,3,news,2,111,105.08600000000003,0,5,206,0.1553,N/A,"'bakkers'; 'hoek,'; 'de'; 'tijd'; 'zal doorvoeren'",Somewhat difficult,Fair,Somewhat not useful,Somewhat inaccurate,nan,nan
2,Text 5,news_scotsman.87462,3,news,3,98,65.262,0,5,222,0.2883,N/A,'keten'; 'er’'; ' '; 'zijn''; 'de winkelketen een stabielere kostenbasis verwacht',Somewhat difficult,Fair,Somewhat not useful,Somewhat inaccurate,nan,nan
2,Text 5,news_scotsman.87462,3,news,4,136,66.824,0,5,133,0.3609,N/A,"'winkels op een netto basis,'",Somewhat difficult,Fair,Somewhat not useful,Somewhat inaccurate,nan,nan
2,Text 5,news_scotsman.87462,3,news,5,181,141.885,0,2,118,0.1186,N/A,'op',Somewhat difficult,Fair,Somewhat not useful,Somewhat inaccurate,nan,nan
2,Text 5,news_scotsman.87462,3,news,6,333,254.277,0,2,258,0.1938,N/A,"'steakpudding heeft teruggebracht,'; 'kerstlunch-bagel.'",Somewhat difficult,Fair,Somewhat not useful,Somewhat inaccurate,nan,nan
2,Text 5,news_scotsman.87462,3,news,7,167,69.378,0,4,220,0.2727,N/A,'dat het een betaalbare'; 'aanbiedt'; 'belangrijk is dat'; 'intact blijft',Somewhat difficult,Fair,Somewhat not useful,Somewhat inaccurate,nan,nan
2,Text 6,doc18,3,medical,1,74,88.598,1,1,195,0.0974,N/A,'De specificatie'; 'niet',Very difficult,Fair,Somewhat not useful,Somewhat inaccurate,nan,nan
2,Text 6,doc18,3,medical,2,107,105.29599999999999,0,0,198,0.0,N/A,,Very difficult,Fair,Somewhat not useful,Somewhat inaccurate,nan,nan
2,Text 6,doc18,3,medical,3,215,182.063,0,7,467,0.2784,N/A,"'VPT-prematuren,'; 'gestational age < 32 weken'; '1500 g,'; 'er werd onderzoek gedaan naar'",Very difficult,Fair,Somewhat not useful,Somewhat inaccurate,nan,nan
2,Text 6,doc18,3,medical,4,184,76.266,0,3,86,0.3256,N/A,'VPT-geboren'; 'termijncontroles.',Very difficult,Fair,Somewhat not useful,Somewhat inaccurate,nan,nan
2,Text 6,doc18,3,medical,5,83,55.688,0,5,162,0.2099,N/A,'zuigelingen'; 'VPT'; 'termijncontroles',Very difficult,Fair,Somewhat not useful,Somewhat inaccurate,nan,nan
2,Text 6,doc18,3,medical,6,40,51.053,0,2,94,0.4787,N/A,'geboortecomplicaties verklaarden',Very difficult,Fair,Somewhat not useful,Somewhat inaccurate,nan,nan
2,Text 6,doc18,3,medical,7,173,125.552,0,4,117,0.4188,N/A,'voorspellend'; 'uitkomst werd meestal onderschat.',Very difficult,Fair,Somewhat not useful,Somewhat inaccurate,nan,nan
2,Text 7,news_seattle_times.799809,4,news,1,93,36.059,0,2,46,0.5217,0.0,'Geef'; 'WA opnieuw toezicht.',Somewhat easy,Fair,Somewhat not useful,Somewhat inaccurate,Somewhat useful,Somewhat accurate
2,Text 7,news_seattle_times.799809,4,news,2,134,60.728,0,2,82,0.4878,50.0,'kampt'; 'een crisis van overlijdensgevallen.',Somewhat easy,Fair,Somewhat not useful,Somewhat inaccurate,Somewhat useful,Somewhat accurate
2,Text 7,news_seattle_times.799809,4,news,3,146,93.96799999999999,0,1,295,0.0339,0.0,'wetgevende',Somewhat easy,Fair,Somewhat not useful,Somewhat inaccurate,Somewhat useful,Somewhat accurate
2,Text 7,news_seattle_times.799809,4,news,4,64,41.005,0,3,162,0.1543,33.33,'gevangenisdoden omkeren',Somewhat easy,Fair,Somewhat not useful,Somewhat inaccurate,Somewhat useful,Somewhat accurate
2,Text 7,news_seattle_times.799809,4,news,5,70,28.219,0,0,112,0.0,N/A,,Somewhat easy,Fair,Somewhat not useful,Somewhat inaccurate,Somewhat useful,Somewhat accurate
2,Text 7,news_seattle_times.799809,4,news,6,256,126.733,0,2,304,0.1118,50.0,'communiceren'; 'mensen worden verwond.',Somewhat easy,Fair,Somewhat not useful,Somewhat inaccurate,Somewhat useful,Somewhat accurate
2,Text 7,news_seattle_times.799809,4,news,7,387,159.58,0,5,303,0.1782,0.0,"'bureau'; 'toezicht op'; 'gevangenissen, op basis van gegevens.'",Somewhat easy,Fair,Somewhat not useful,Somewhat inaccurate,Somewhat useful,Somewhat accurate
2,Text 7,news_seattle_times.799809,4,news,8,199,91.34100000000001,0,0,275,0.0,N/A,,Somewhat easy,Fair,Somewhat not useful,Somewhat inaccurate,Somewhat useful,Somewhat accurate
2,Text 8,doc20,4,medical,1,2,7.605,0,0,81,0.0,N/A,,Somewhat difficult,Good,Somewhat not useful,Not accurate nor inaccurate,Somewhat useful,Somewhat accurate
2,Text 8,doc20,4,medical,2,92,37.221,0,3,102,0.1863,66.67,'is'; 'apparatuurkosten.',Somewhat difficult,Good,Somewhat not useful,Not accurate nor inaccurate,Somewhat useful,Somewhat accurate
2,Text 8,doc20,4,medical,3,43,55.943,0,1,128,0.1328,100.0,'kwaliteitsborging',Somewhat difficult,Good,Somewhat not useful,Not accurate nor inaccurate,Somewhat useful,Somewhat accurate
2,Text 8,doc20,4,medical,4,95,64.529,0,0,143,0.0,N/A,,Somewhat difficult,Good,Somewhat not useful,Not accurate nor inaccurate,Somewhat useful,Somewhat accurate
2,Text 8,doc20,4,medical,5,81,48.147999999999996,0,0,132,0.0,N/A,,Somewhat difficult,Good,Somewhat not useful,Not accurate nor inaccurate,Somewhat useful,Somewhat accurate
