PET,TEXT,text_name,condition,domain,Sent_id,keystrokes,time,num_major,num_minor,num_characters,highlight_ratio,prc_sugg_accepted,tags_edited,How difficult to translate was the source text?,How good was the quality of MT?,How useful were the error annotations? ,How accurate were the error annotations? ,How useful were the translation suggestions? ,How accurate were the translation suggestions? 
6,Text 8,doc20,4,medical,10,15,58.985,0,0,293,0.0,N/A,,Very easy,Fair,Neutral,Somewhat accurate,Somewhat useful,Somewhat inaccurate
6,Text 8,doc20,4,medical,1,0,0,0,0,81,0.0,100,,Very easy,Fair,Neutral,Somewhat accurate,Somewhat useful,Somewhat inaccurate
7,Text 1,news_seattle_times.799809,1,news,1,47,115.66900000000001,0,0,46,0.0,N/A,,Neutral,Fair,nan,nan,nan,nan
7,Text 1,news_seattle_times.799809,1,news,2,22,165.37,0,0,82,0.0,N/A,,Neutral,Fair,nan,nan,nan,nan
7,Text 1,news_seattle_times.799809,1,news,3,64,144.02800000000002,0,0,295,0.0,N/A,,Neutral,Fair,nan,nan,nan,nan
7,Text 1,news_seattle_times.799809,1,news,4,62,79.751,0,0,162,0.0,N/A,,Neutral,Fair,nan,nan,nan,nan
7,Text 1,news_seattle_times.799809,1,news,5,20,66.50900000000001,0,0,112,0.0,N/A,,Neutral,Fair,nan,nan,nan,nan
7,Text 1,news_seattle_times.799809,1,news,6,86,254.814,0,0,304,0.0,N/A,,Neutral,Fair,nan,nan,nan,nan
7,Text 1,news_seattle_times.799809,1,news,7,51,156.51600000000002,0,0,303,0.0,N/A,,Neutral,Fair,nan,nan,nan,nan
7,Text 1,news_seattle_times.799809,1,news,8,12,107.106,0,0,275,0.0,N/A,,Neutral,Fair,nan,nan,nan,nan
7,Text 2,doc20,1,medical,2,44,137.674,0,0,102,0.0,N/A,,Somewhat difficult,Good,nan,nan,nan,nan
7,Text 2,doc20,1,medical,3,42,95.058,0,0,128,0.0,N/A,,Somewhat difficult,Good,nan,nan,nan,nan
7,Text 2,doc20,1,medical,4,0,17.224,0,0,143,0.0,N/A,,Somewhat difficult,Good,nan,nan,nan,nan
7,Text 2,doc20,1,medical,5,61,131.954,0,0,132,0.0,N/A,,Somewhat difficult,Good,nan,nan,nan,nan
7,Text 2,doc20,1,medical,6,35,37.674,0,0,111,0.0,N/A,,Somewhat difficult,Good,nan,nan,nan,nan
7,Text 2,doc20,1,medical,7,34,93.757,0,0,95,0.0,N/A,,Somewhat difficult,Good,nan,nan,nan,nan
7,Text 2,doc20,1,medical,8,81,194.98600000000002,0,0,60,0.0,N/A,,Somewhat difficult,Good,nan,nan,nan,nan
7,Text 2,doc20,1,medical,9,74,206.515,0,0,212,0.0,N/A,,Somewhat difficult,Good,nan,nan,nan,nan
7,Text 2,doc20,1,medical,10,96,276.15500000000003,0,0,293,0.0,N/A,,Somewhat difficult,Good,nan,nan,nan,nan
7,Text 2,doc20,1,medical,1,0,0,0,0,81,0.0,N/A,,Somewhat difficult,Good,nan,nan,nan,nan
7,Text 3,news_seattle_times.800119,2,news,1,15,68.162,0,2,51,0.0784,N/A,'na'; 'in',Somewhat easy,Fair,Somewhat not useful,Somewhat inaccurate,nan,nan
7,Text 3,news_seattle_times.800119,2,news,2,1,23.089,1,0,104,0.5577,N/A,'reizigers is het vliegtuigmodel een doorslaggevende factor',Somewhat easy,Fair,Somewhat not useful,Somewhat inaccurate,nan,nan
7,Text 3,news_seattle_times.800119,2,news,3,83,158.81,1,3,300,0.08,N/A,'park'; 'zullen',Somewhat easy,Fair,Somewhat not useful,Somewhat inaccurate,nan,nan
7,Text 3,news_seattle_times.800119,2,news,4,12,64.713,2,0,86,0.1047,N/A,'wordt'; 'niet',Somewhat easy,Fair,Somewhat not useful,Somewhat inaccurate,nan,nan
7,Text 3,news_seattle_times.800119,2,news,5,77,147.17,1,1,190,0.1368,N/A,'vermelding is uitgebreid',Somewhat easy,Fair,Somewhat not useful,Somewhat inaccurate,nan,nan
7,Text 3,news_seattle_times.800119,2,news,6,38,152.367,0,2,193,0.2228,N/A,'percentage schadegevallen',Somewhat easy,Fair,Somewhat not useful,Somewhat inaccurate,nan,nan
7,Text 3,news_seattle_times.800119,2,news,7,43,73.761,2,1,76,0.1842,N/A,,Somewhat easy,Fair,Somewhat not useful,Somewhat inaccurate,nan,nan
7,Text 3,news_seattle_times.800119,2,news,8,37,68.583,0,2,265,0.1245,N/A,'medewerker van de media',Somewhat easy,Fair,Somewhat not useful,Somewhat inaccurate,nan,nan
7,Text 4,doc34,2,medical,1,1,21.046,2,0,122,0.3115,N/A,'Kangoeroezorg is geen veilig',Somewhat difficult,Good,Neutral,Not accurate nor inaccurate,nan,nan
7,Text 4,doc34,2,medical,2,0,30.106,1,4,194,0.1907,N/A,,Somewhat difficult,Good,Neutral,Not accurate nor inaccurate,nan,nan
7,Text 4,doc34,2,medical,3,0,3.024,0,0,49,0.0,N/A,,Somewhat difficult,Good,Neutral,Not accurate nor inaccurate,nan,nan
7,Text 4,doc34,2,medical,4,75,197.93099999999998,0,5,304,0.1053,N/A,'tional age'; 'opgenomen',Somewhat difficult,Good,Neutral,Not accurate nor inaccurate,nan,nan
7,Text 4,doc34,2,medical,5,0,0,1,4,139,0.295,N/A,,Somewhat difficult,Good,Neutral,Not accurate nor inaccurate,nan,nan
7,Text 4,doc34,2,medical,6,58,91.328,1,0,116,0.1983,N/A,'volledig konden drinken',Somewhat difficult,Good,Neutral,Not accurate nor inaccurate,nan,nan
7,Text 4,doc34,2,medical,7,17,27.576,0,4,204,0.1569,N/A,'Premature baby's',Somewhat difficult,Good,Neutral,Not accurate nor inaccurate,nan,nan
7,Text 4,doc34,2,medical,8,5,39.313,0,7,162,0.3086,N/A,'gavagevoeding',Somewhat difficult,Good,Neutral,Not accurate nor inaccurate,nan,nan
7,Text 5,news_pa.5274,3,news,1,41,87.101,0,2,92,0.2391,N/A,,Somewhat difficult,Good,Somewhat not useful,Not accurate nor inaccurate,nan,nan
7,Text 5,news_pa.5274,3,news,2,7,46.012,0,4,202,0.1238,N/A,''We',Somewhat difficult,Good,Somewhat not useful,Not accurate nor inaccurate,nan,nan
7,Text 5,news_pa.5274,3,news,3,8,56.925,0,2,208,0.0673,N/A,' impliceerde',Somewhat difficult,Good,Somewhat not useful,Not accurate nor inaccurate,nan,nan
7,Text 5,news_pa.5274,3,news,4,19,104.66300000000001,0,0,256,0.0,N/A,,Somewhat difficult,Good,Somewhat not useful,Not accurate nor inaccurate,nan,nan
7,Text 5,news_pa.5274,3,news,5,28,177.359,0,2,223,0.0717,0.0,'bitcoinbeleggers',Somewhat difficult,Good,Somewhat not useful,Not accurate nor inaccurate,nan,nan
7,Text 5,news_pa.5274,3,news,6,152,327.42199999999997,0,6,523,0.1338,N/A,"''Met'; 'investeringsmiddel'; 'naar'; 'Amerikanen mogelijk zal maken','",Somewhat difficult,Good,Somewhat not useful,Not accurate nor inaccurate,nan,nan
7,Text 6,doc13,3,medical,1,0,0,0,2,104,0.2788,N/A,,Somewhat difficult,Good,Somewhat useful,Somewhat accurate,nan,nan
7,Text 6,doc13,3,medical,2,7,23.895,0,1,174,0.0862,N/A,'traumapatiënten',Somewhat difficult,Good,Somewhat useful,Somewhat accurate,nan,nan
7,Text 6,doc13,3,medical,3,130,217.914,0,4,225,0.2178,N/A,,Somewhat difficult,Good,Somewhat useful,Somewhat accurate,nan,nan
7,Text 6,doc13,3,medical,4,5,142.33800000000002,0,3,106,0.3962,N/A,'patiënten'met''; 'voor geriatrische patiënten.',Somewhat difficult,Good,Somewhat useful,Somewhat accurate,nan,nan
7,Text 6,doc13,3,medical,5,6,43.759,0,4,287,0.0871,N/A,,Somewhat difficult,Good,Somewhat useful,Somewhat accurate,nan,nan
7,Text 6,doc13,3,medical,6,44,202.513,4,0,230,0.1174,N/A,' '; 'lengte'; 'de ziekenhuisopname',Somewhat difficult,Good,Somewhat useful,Somewhat accurate,nan,nan
7,Text 6,doc13,3,medical,7,18,74.572,0,3,297,0.1414,N/A,'Orthogeriatrische'; 'prestaties bij overdracht',Somewhat difficult,Good,Somewhat useful,Somewhat accurate,nan,nan
7,Text 6,doc13,3,medical,8,35,150.85000000000002,0,1,168,0.0595,N/A,'medebeheer',Somewhat difficult,Good,Somewhat useful,Somewhat accurate,nan,nan
7,Text 7,news_scotsman.87462,4,news,1,87,104.95100000000001,0,2,111,0.2162,0.0,"'omworstelaars'; 'steak pies,'",Somewhat easy,Good,Somewhat useful,Somewhat accurate,Somewhat useful,Somewhat accurate
7,Text 7,news_scotsman.87462,4,news,2,96,122.881,0,5,206,0.1553,0.0,"'bakkers'; 'hoek,'; 'de'; 'tijd'; 'zal doorvoeren'",Somewhat easy,Good,Somewhat useful,Somewhat accurate,Somewhat useful,Somewhat accurate
7,Text 7,news_scotsman.87462,4,news,3,159,199.915,0,5,222,0.2883,100.0,'er’'; ' '; 'zijn''; 'de winkelketen een stabielere kostenbasis verwacht',Somewhat easy,Good,Somewhat useful,Somewhat accurate,Somewhat useful,Somewhat accurate
7,Text 7,news_scotsman.87462,4,news,4,131,164.27200000000002,0,5,133,0.3609,60.0,"'De'; '250-onderneming'; 'winkels op een netto basis,'; 'zijn'",Somewhat easy,Good,Somewhat useful,Somewhat accurate,Somewhat useful,Somewhat accurate
7,Text 7,news_scotsman.87462,4,news,5,56,83.773,0,2,118,0.1186,0.0,'op'; 'reislocaties',Somewhat easy,Good,Somewhat useful,Somewhat accurate,Somewhat useful,Somewhat accurate
7,Text 7,news_scotsman.87462,4,news,6,110,199.99699999999999,0,2,258,0.1938,0.0,"'steakpudding heeft teruggebracht,'; 'kerstlunch-bagel.'",Somewhat easy,Good,Somewhat useful,Somewhat accurate,Somewhat useful,Somewhat accurate
7,Text 7,news_scotsman.87462,4,news,7,69,106.394,0,4,220,0.2727,25.0,'aanbiedt'; 'belangrijk is dat'; 'intact blijft',Somewhat easy,Good,Somewhat useful,Somewhat accurate,Somewhat useful,Somewhat accurate
7,Text 8,doc18,4,medical,1,27,93.237,1,1,195,0.0974,50.0,'De specificatie'; 'niet',Somewhat difficult,Good,Somewhat useful,Somewhat accurate,Somewhat useful,Somewhat accurate
7,Text 8,doc18,4,medical,2,45,102.889,0,0,198,0.0,N/A,,Somewhat difficult,Good,Somewhat useful,Somewhat accurate,Somewhat useful,Somewhat accurate
7,Text 8,doc18,4,medical,3,243,448.907,0,7,467,0.2784,0.0,"'VPT-prematuren,'; 'gestational age < 32 weken'; 'er werd onderzoek gedaan naar'; 'verwerkingscomposiet'; 'Kaufman-Assessment'",Somewhat difficult,Good,Somewhat useful,Somewhat accurate,Somewhat useful,Somewhat accurate
7,Text 8,doc18,4,medical,4,64,145.695,0,3,86,0.3256,33.33,'VPT-geboren'; 'termijncontroles.',Somewhat difficult,Good,Somewhat useful,Somewhat accurate,Somewhat useful,Somewhat accurate
7,Text 8,doc18,4,medical,5,44,146.725,0,5,162,0.2099,40.0,'zuigelingen'; 'VPT'; 'termijncontroles',Somewhat difficult,Good,Somewhat useful,Somewhat accurate,Somewhat useful,Somewhat accurate
7,Text 8,doc18,4,medical,6,0,38.348,0,2,94,0.4787,0.0,,Somewhat difficult,Good,Somewhat useful,Somewhat accurate,Somewhat useful,Somewhat accurate
7,Text 8,doc18,4,medical,7,28,51.869,0,4,117,0.4188,50.0,'voorspellend'; 'zijn'; 'uitkomst werd meestal onderschat.',Somewhat difficult,Good,Somewhat useful,Somewhat accurate,Somewhat useful,Somewhat accurate
8,Text 1,news_scotsman.87462,1,news,1,38,72.565,0,0,111,0.0,N/A,,Somewhat difficult,Good,nan,nan,nan,nan
8,Text 1,news_scotsman.87462,1,news,2,27,36.1,0,0,206,0.0,N/A,,Somewhat difficult,Good,nan,nan,nan,nan
8,Text 1,news_scotsman.87462,1,news,3,12,43.337,0,0,222,0.0,N/A,,Somewhat difficult,Good,nan,nan,nan,nan
8,Text 1,news_scotsman.87462,1,news,4,15,33.526,0,0,133,0.0,N/A,,Somewhat difficult,Good,nan,nan,nan,nan
8,Text 1,news_scotsman.87462,1,news,5,8,64.67,0,0,118,0.0,N/A,,Somewhat difficult,Good,nan,nan,nan,nan
8,Text 1,news_scotsman.87462,1,news,6,121,113.12499999999999,0,0,258,0.0,N/A,,Somewhat difficult,Good,nan,nan,nan,nan
8,Text 1,news_scotsman.87462,1,news,7,15,112.445,0,0,220,0.0,N/A,,Somewhat difficult,Good,nan,nan,nan,nan
8,Text 2,doc18,1,medical,1,16,210.134,0,0,195,0.0,N/A,,Very difficult,Good,nan,nan,nan,nan
8,Text 2,doc18,1,medical,2,20,116.47900000000001,0,0,198,0.0,N/A,,Very difficult,Good,nan,nan,nan,nan
8,Text 2,doc18,1,medical,3,64,338.442,0,0,467,0.0,N/A,,Very difficult,Good,nan,nan,nan,nan
8,Text 2,doc18,1,medical,4,63,59.568,0,0,86,0.0,N/A,,Very difficult,Good,nan,nan,nan,nan
8,Text 2,doc18,1,medical,5,50,79.483,0,0,162,0.0,N/A,,Very difficult,Good,nan,nan,nan,nan
8,Text 2,doc18,1,medical,6,0,0,0,0,94,0.0,N/A,,Very difficult,Good,nan,nan,nan,nan
8,Text 2,doc18,1,medical,7,0,0,0,0,117,0.0,N/A,,Very difficult,Good,nan,nan,nan,nan
8,Text 3,news_seattle_times.799809,2,news,1,28,109.956,0,1,46,0.087,N/A,,Somewhat easy,Fair,Somewhat useful,Somewhat inaccurate,nan,nan
8,Text 3,news_seattle_times.799809,2,news,2,21,80.874,0,1,82,0.0732,N/A,'crisis',Somewhat easy,Fair,Somewhat useful,Somewhat inaccurate,nan,nan
8,Text 3,news_seattle_times.799809,2,news,3,21,148.305,0,1,295,0.061,N/A,'gevende task force',Somewhat easy,Fair,Somewhat useful,Somewhat inaccurate,nan,nan
8,Text 3,news_seattle_times.799809,2,news,4,77,82.16099999999999,0,4,162,0.0988,N/A,'isdoden',Somewhat easy,Fair,Somewhat useful,Somewhat inaccurate,nan,nan
8,Text 3,news_seattle_times.799809,2,news,5,36,76.485,0,0,112,0.0,N/A,,Somewhat easy,Fair,Somewhat useful,Somewhat inaccurate,nan,nan
8,Text 3,news_seattle_times.799809,2,news,6,17,30.899,0,2,304,0.0921,N/A,'communi'; 'mensen worden verwond',Somewhat easy,Fair,Somewhat useful,Somewhat inaccurate,nan,nan
8,Text 3,news_seattle_times.799809,2,news,7,83,149.44799999999998,1,2,303,0.1584,N/A,'voor gevangenisdoden',Somewhat easy,Fair,Somewhat useful,Somewhat inaccurate,nan,nan
8,Text 3,news_seattle_times.799809,2,news,8,36,174.101,0,2,275,0.0255,N/A,'her',Somewhat easy,Fair,Somewhat useful,Somewhat inaccurate,nan,nan
8,Text 4,doc20,2,medical,1,0,0,0,2,81,0.1235,N/A,,Somewhat easy,Good,Somewhat useful,Somewhat inaccurate,nan,nan
8,Text 4,doc20,2,medical,2,36,33.668,0,2,102,0.1471,N/A,,Somewhat easy,Good,Somewhat useful,Somewhat inaccurate,nan,nan
8,Text 4,doc20,2,medical,3,52,143.702,0,1,128,0.0625,N/A,'sborging',Somewhat easy,Good,Somewhat useful,Somewhat inaccurate,nan,nan
8,Text 4,doc20,2,medical,5,88,84.85000000000001,0,0,132,0.0,N/A,,Somewhat easy,Good,Somewhat useful,Somewhat inaccurate,nan,nan
8,Text 4,doc20,2,medical,6,22,9.763,0,1,111,0.1171,N/A,'tel uitdaging',Somewhat easy,Good,Somewhat useful,Somewhat inaccurate,nan,nan
8,Text 4,doc20,2,medical,7,33,177.921,0,4,95,0.4,N/A,'doen zich'; 'medische praktijken',Somewhat easy,Good,Somewhat useful,Somewhat inaccurate,nan,nan
8,Text 4,doc20,2,medical,8,70,94.173,0,2,60,0.3667,N/A,'c beeldvormende'; 'methode',Somewhat easy,Good,Somewhat useful,Somewhat inaccurate,nan,nan
8,Text 4,doc20,2,medical,9,56,94.056,0,7,212,0.1226,N/A,'onder'; 'de'; 'nood',Somewhat easy,Good,Somewhat useful,Somewhat inaccurate,nan,nan
8,Text 4,doc20,2,medical,10,30,90.536,0,6,293,0.1229,N/A,'variabel'; 'controle',Somewhat easy,Good,Somewhat useful,Somewhat inaccurate,nan,nan
8,Text 4,doc20,2,medical,4,0,0,0,0,143,0.0,N/A,,Somewhat easy,Good,Somewhat useful,Somewhat inaccurate,nan,nan
8,Text 5,news_seattle_times.800119,3,news,1,19,110.105,0,0,51,0.0,N/A,,Somewhat easy,Fair,Somewhat useful,Somewhat accurate,nan,nan
8,Text 5,news_seattle_times.800119,3,news,2,25,24.913,1,0,104,0.0288,N/A,'een',Somewhat easy,Fair,Somewhat useful,Somewhat accurate,nan,nan
8,Text 5,news_seattle_times.800119,3,news,3,126,148.806,0,5,300,0.13,N/A,'geparkeerd'; 'explosie van de romp'; 'nemen',Somewhat easy,Fair,Somewhat useful,Somewhat accurate,nan,nan
8,Text 5,news_seattle_times.800119,3,news,4,24,66.105,1,0,86,0.0581,N/A,' niet',Somewhat easy,Fair,Somewhat useful,Somewhat accurate,nan,nan
8,Text 5,news_seattle_times.800119,3,news,5,72,69.437,0,6,190,0.2526,N/A,'vermelding'; 'uitgebreid'; 'staat dit vermeld',Somewhat easy,Fair,Somewhat useful,Somewhat accurate,nan,nan
8,Text 5,news_seattle_times.800119,3,news,6,190,228.02599999999995,0,1,193,0.0725,N/A,'schadegevallen',Somewhat easy,Fair,Somewhat useful,Somewhat accurate,nan,nan
8,Text 5,news_seattle_times.800119,3,news,7,29,64.333,0,2,76,0.1842,N/A,"'MAX lijn,'; 'ratio'",Somewhat easy,Fair,Somewhat useful,Somewhat accurate,nan,nan
8,Text 5,news_seattle_times.800119,3,news,8,89,184.964,0,1,265,0.0868,N/A,'medewerker van de media',Somewhat easy,Fair,Somewhat useful,Somewhat accurate,nan,nan
8,Text 6,doc34,3,medical,1,5,32.479,1,0,122,0.041,N/A,'geen ',Neutral,Fair,Somewhat not useful,Somewhat inaccurate,nan,nan
8,Text 6,doc34,3,medical,2,4,13.951,0,2,194,0.1134,N/A,'maagsonde',Neutral,Fair,Somewhat not useful,Somewhat inaccurate,nan,nan
8,Text 6,doc34,3,medical,3,32,25.53,0,0,49,0.0,N/A,,Neutral,Fair,Somewhat not useful,Somewhat inaccurate,nan,nan
8,Text 6,doc34,3,medical,4,128,245.501,0,7,304,0.2467,N/A,'in'; 'gestational age'; 'weken opgenomen. Hun'; 'werden in'; 'studie opgenomen.',Neutral,Fair,Somewhat not useful,Somewhat inaccurate,nan,nan
8,Text 6,doc34,3,medical,5,11,4.5969999999999995,0,1,139,0.1007,N/A,,Neutral,Fair,Somewhat not useful,Somewhat inaccurate,nan,nan
8,Text 6,doc34,3,medical,6,26,48.962,0,2,116,0.069,N/A,'drinken.',Neutral,Fair,Somewhat not useful,Somewhat inaccurate,nan,nan
8,Text 6,doc34,3,medical,7,34,69.35000000000001,0,1,204,0.0049,N/A,' ',Neutral,Fair,Somewhat not useful,Somewhat inaccurate,nan,nan
8,Text 6,doc34,3,medical,8,15,28.576999999999998,0,3,162,0.3086,N/A,'gavagevoeding'; 'standaardzorggroep.',Neutral,Fair,Somewhat not useful,Somewhat inaccurate,nan,nan
8,Text 7,news_pa.5274,4,news,1,1,13.746,0,2,92,0.2391,50.0,'keerpunt',Somewhat difficult,Fair,Extremely useful,Somewhat accurate,Extremely useful,Somewhat accurate
8,Text 7,news_pa.5274,4,news,2,60,90.676,0,4,202,0.1238,50.0,''We'; 'vandaag',Somewhat difficult,Fair,Extremely useful,Somewhat accurate,Extremely useful,Somewhat accurate
8,Text 7,news_pa.5274,4,news,3,1,13.333,0,2,208,0.0673,50.0,' impliceerde',Somewhat difficult,Fair,Extremely useful,Somewhat accurate,Extremely useful,Somewhat accurate
8,Text 7,news_pa.5274,4,news,4,18,114.204,0,0,256,0.0,N/A,,Somewhat difficult,Fair,Extremely useful,Somewhat accurate,Extremely useful,Somewhat accurate
8,Text 7,news_pa.5274,4,news,5,9,29.538,0,2,223,0.0717,100.0,'bitcoinbeleggers',Somewhat difficult,Fair,Extremely useful,Somewhat accurate,Extremely useful,Somewhat accurate
8,Text 7,news_pa.5274,4,news,6,108,345.33799999999997,0,6,523,0.1338,50.0,"''Met'; 'investeringsmiddel'; 'oplossingsarm'; 'naar'; 'Amerikanen mogelijk zal maken','",Somewhat difficult,Fair,Extremely useful,Somewhat accurate,Extremely useful,Somewhat accurate
8,Text 8,doc13,4,medical,1,37,72.764,0,2,104,0.2788,100.0,'In het licht van'; 'co-management',Very difficult,Fair,Somewhat useful,Somewhat accurate,Extremely useful,Somewhat accurate
8,Text 8,doc13,4,medical,2,25,150.145,0,1,174,0.0862,100.0,'traumapatiënten',Very difficult,Fair,Somewhat useful,Somewhat accurate,Extremely useful,Somewhat accurate
8,Text 8,doc13,4,medical,3,80,241.96299999999997,0,4,225,0.2178,75.0,'het onderzoeken van'; 'basis van'; 'belangrijke gebieden.',Very difficult,Fair,Somewhat useful,Somewhat accurate,Extremely useful,Somewhat accurate
8,Text 8,doc13,4,medical,4,136,202.16,0,3,106,0.3962,100.0,'patiënten'met''; 'voor geriatrische patiënten.',Very difficult,Fair,Somewhat useful,Somewhat accurate,Extremely useful,Somewhat accurate
8,Text 8,doc13,4,medical,5,11,88.245,0,4,287,0.0871,100.0,'duidelijk meer'; 'gemeld',Very difficult,Fair,Somewhat useful,Somewhat accurate,Extremely useful,Somewhat accurate
8,Text 8,doc13,4,medical,6,11,62.813,4,0,231,0.1169,75.0,' '; 'lengte',Very difficult,Fair,Somewhat useful,Somewhat accurate,Extremely useful,Somewhat accurate
8,Text 8,doc13,4,medical,7,34,144.894,0,3,297,0.1414,100.0,'Orthogeriatrische'; 'prestaties bij overdracht',Very difficult,Fair,Somewhat useful,Somewhat accurate,Extremely useful,Somewhat accurate
8,Text 8,doc13,4,medical,8,13,25.939999999999998,0,1,168,0.0595,100.0,'medebeheer',Very difficult,Fair,Somewhat useful,Somewhat accurate,Extremely useful,Somewhat accurate
